name,ile_pat
LIEBERT ADAM,1
JABLOÑSKI Piotr,1
MICHALOWSKI PAWEL ANDRZEJ,1
ZAKLAD WYROBOW METALOWYCH CARBONEX,1
T MOBILE POLSKA S A,1
OMAR SALAH MOHAMED,1
TLAGA WALDEMAR,1
NOWAK WLADYSLAW,1
ALUPROF Spółka Akcyjna,1
INST BIOCHEMII I BIOFIZYKI POLSKIEJ AKADEMI NAUK,1
PIECHA JANUSZ,1
GETYID SOFTWARE & SERVICE SP Z O O,1
AQUANETTA SPOLKA Z O O,1
HELIOENERGIA SP Z O O,1
COMET MTS LTD SPOCKA Z O O,1
POLSKA AKADEMIA NAUK INST PODS,1
JANKOWSKI PIOTR,1
WARSZEWSKI JAROSLAW PIOTR,1
SYRIUSZ LTD,1
GACEK ANTONI,1
LASEK WOJCIECH,1
NOWAK MARCELINA,1
MECHANIC SYSTEM SP Z O O,1
KOYNOV KRISTIAN,1
WOJTASIK STANISLAW,1
MICHALAK PIOTR,1
WALCZAK ADELA,1
ALUTHERM SP Z O O,1
KOLAKOWSKI MIKOLAJ,1
RENE COFFEE PADS MAGMAR MARCIN TROCZYNSKI,1
HYDRAPRESS SP Z O O FA,1
EUTERM SP S O O,1
CIEPLUCHA AGNIESZKA,1
JANCZY LESZEK,1
BIENIASZ WERONIKA,1
MROZ IZABELA,1
FIDELTRONIK POLAND SP Z O O,1
AKADEMA GORNICZO HUTNICZA IM STANISLAWA STASZICA,1
PODGURNIAK PAWED,1
KULESZA ZBIGNIEW POINT ART,1
DOBRAS BERGER KLAUDIA,1
ROMANOWSKI MAREK,1
LISOWIEC ALEKSANDER,1
HORBOWSKI RYSZARD,1
KOLDRA JACEK,1
COMARCH TECHNOLOGIES SPÓLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
KOMINUS SP Z O O,1
PRETULA JULIA,1
MIEDZYNARODOWY INST BIOLOG MOLEKULARNEJ W WARSZAWIE,1
PENKOWSKI MICHAL,1
NOWICKI KACPER,1
RUCHNIEWICZ DARIUSZ,1
KRUCZEK PAWEL,1
INST FARMAKOLOGII POLSKIEJ AKA,1
INST BIOCYBERNET BIOMED ENGINE,1
WYŻSZA SZKOŁA MEDYCZNA W BIAŁYMSTOKU,1
KROP EUGENIUSZ,1
GRUCHACZ SEBASTIAN,1
DUNIEC KAMILA,1
MARASEK KRZYSZTOF,1
HRENIAK DARIUSZ,1
NOWOSAD JANUSZ,1
WIEWIORA JANUSZ,1
TCI BOGDAN BANECKI,1
CTM GALICJA SPOLKA Z O O,1
BUDOWLANY BYTOM ZAKLAD,1
PRZYBYCIN MICHAŁ,1
CIĘCIARA MARIUSZ,1
Rydel Trade Piotr Konopka,1
STOLARCZYK JACEK,1
PAPINA JAN,1
SPOLDZIELNIA PRACY MAGNET ELEK,1
INNOWACYJNE PRZED WIELOBRANZOWE POLIN SPÓLKA Z O O,1
MASZ PAPIERNICZYCH FAB,1
BOWIL BIOTECH SP Z O O,1
MIRECKI RUFIN DR MED,1
RADPAK SP Z O O,1
JAN GRAD SP Z O O,1
BURY SP Z O O MIELEC,1
WUJCZAK MICHAL,1
OS BAD ROZWOJOWY BIALKA SPOZYW,1
ZAKLADY PRZEMYSLU METALOWEGA H,1
LIPIK JACEK,1
MILART PAWEL,1
JAROSZYK FELIKS,1
KOPALNIA SOLI WIELICZKA,1
STECKA KRYSTYNA,1
SOCASPRE SOCIEDADE DE CASAS PR,1
MONSTER & DEVICES SP Z O O,1
BEDNARCZYK GRZEGORZ,1
SEROG LEOPOLD,1
PKP TS B K POZNAN,1
DABROWSKI BARTOSZ,1
G& X ;BICKI JERZY,1
LUBINSKY JAN,1
GRABEK HALINA,1
CERSANIT TRADE MARK SP Z O O,1
CEBULA JACEK,1
NGR TECH SP Z O O,1
KRAWCZUK DOMINIKA,1
GRALEWSKI-SEK GRZEGRORZ KONRAD,1
SHM System Spółka z ograniczoną odpowiedzialnością,1
WYSIECKI MIECZYSLAW,1
MIZERACZYK JERZY,1
GRABOWSKI JOSEF,1
HIPOLITO,1
HABICH BOHDAN,1
ROMANSKI GRZEGORZ,1
SKOLICKI ZBIGNEW,1
BRAXX SP Z O O,1
GARDOLINSKI TOMASZ,1
NACZELNA ORG TECH,1
SERRANOF ERNANDEZ PABLO,1
FUNDACJA POLSKIE CT FOTONIKI I ŚWIATŁOWODÓW,1
NOWY STYL SP ZO O J V,1
ANTOSIEWICZ DANUTA M,1
ROWIŃSKI LECH ADAM,1
CWIGON STANISLAW,1
BUJNOWICZ MICHAD,1
PRZED AUTOMATYKI PRZEMYSLOWEJ,1
GOMOBILE SP Z O O,1
OBOZA RAFAL MARCIN,1
Wiśniewski Stanisław,1
WASOWSKI ANDRZEJ BDT-SYSTEM,1
RUDEK JAN,1
GRUDZEWSKI MICHAL,1
ZAKLADY AZOTOWE W,1
GRAMATYKA TOMASZ,1
POLSKA AKADEMIA NAUK INST MASZ,1
INST ENERGII ATOMOWEJ,1
LEWIAK STANISLAS,1
MACTRONIC SP Z O O SP K,1
UNRUH PIOTR,1
GIDZINSKI WOJCIECH,1
WITCZAK MALGORZATA,1
WOYNA MIKOLAJ,1
INST BIOTECHNOLOGII PRZEMYSTU ROLNO SPOZYWCZEGO,1
HUTA SZKLA IM PAPLINSKIEGO,1
AIRWAY MEDIX SPOLKA S A,1
GDANSK UNIV OF TECHNOLOGY,1
FONON SP Z O O,1
MAMET RADOSLAW,1
KUREK ADRIAN,1
KRZYWIEC ALEXANDER BENEDIKTOWI,1
KULESZA STANISLAW,1
LOS PRZEMEK,1
RAJGRODZKI JERZY,1
WARSZEWSKI JAROSLAW,1
MILLAN VLADISLAV,1
ZUKOWSKI LUKASZ,1
BODZIONY MICHAL,1
PACACKI ADAM,1
CHERVONYI VOLODYMYR,1
ZIENTEK WITALIS MAREK,1
GALAS Adam Slavomir,1
SZAJKO LUKASZ,1
Janów Gwidon,1
HAJKOWSKI LESZEK,1
HOLDUCT INZ ZYGMUNT HOIOGA,1
SOLTYS JANUSZ USLUGI I PRODUKCJA MAT,1
INST FIZYKI JADROWEJ IM H NIEW,1
INST BIOLOGII DOŚWIADCZALNEJ PAN IM M NENCKIEGO,1
DESZCZYNSKI JAROSLAW,1
MURAWSKI PIOTR M,1
KOZNIEWSKI BARTLOMIEJ,1
KUBICA WLADYSLAW,1
WYRZYKOWSKI JACEK,1
GAJ JABWONSKI WOJCIECH,1
ASM TECH SP Z O O,1
PR DONNELLEY EUROP SP Z O O,1
KUŚ PAWEL EDWARD,1
LALEK JAN,1
TECHNICAL UNIVERSITY OD SZCZEC,1
BRZOZA KINGA,1
CIESLAK KRZYSZTOF,1
ALUMAST SPOŁKA AKCYJNA,1
MARINA MATEUSZ KUSZNIEREWICZ,1
DOMINSKI BOLESDAW,1
LODZKIE ZAKLADY PROTOTYPOW MAS,1
MINISZEWSKI JOSEPH DE,1
PRO VENT SYSTEMY WENTYLACYJNE,1
ZAGRODNIK SLAWOMIR,1
NOWICKI JACEK,1
MIRON ARTUR,1
ZAKLAD DOSWIADCZALNY DZWIGOW S,1
KHLOBOVSKIJ KAZIMEZH,1
INST WLOKIEN CHEMICZNYCH LODZ,1
CIEPLAK JERZY,1
NATORA KRZYSZTOF A,1
PIASKOWY PIOTR,1
JANOCHA KRZYSZTOF,1
JEDLLNSKI RAFAL,1
BACZKOWSKI ROMAN MARCIN,1
KSIEZAKOWSKI BOGUMIL,1
SN BIOTECH TECHNOLOGIES SP Z O,1
TWARDOWSKI ŁUKASZ,1
ML SYSTEM SPÓLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
GACIONG Z,1
KOSSAKOWSKI JERZY,1
INNORD SP Z O O S K A,1
Grobelny Włodzimierz,1
PLASTWIL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ S.K.A.,1
LOOP SPOLKA Z O O,1
AXXEL SP Z O O,1
PKP TSENTRAL NE BJURO KONSTRUK,1
PATKOWSKI JAN,1
MEMBRA ADAM RADAS,1
BARTCZAK PAWEL DAWID,1
TRZPIL BARBARA,1
R R DONNELLEY EUROPE SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
TAKT KWIATKOWKSI I MIADZEL SPO,1
ZUREK JACEK,1
MORAWSKI ANDRZEJ,1
DEMARKO KOMAREC SPOLKA JAWNA,1
PAKULSKI ZBIGNIEW ANDRZEJ,1
GROCHOLEWSKI MAREK,1
BEDNAREK PIOTR,1
PANSTWOWE WYTWORNIE UZBROJENIA,1
MIASTOPROJEKT SOSNOWIEC,1
GRUSZECKI LUCJAN,1
CHUDY ZBIGNIEW,1
ZAKADY AZOTOWE IM F DZIERZYNSK,1
POLSKA AKADEMIA INSTYTUT AUTOM,1
JAMIOLKOWSKI ROBERT,1
WLODZIMIERZ MYSLOWSKI,1
SPRZETU RATUNKOWEGO I LAMP,1
B PROJEKTON PRZENYSLU CUKROWNI,1
PAKUCA KRZYSZTOF,1
BUMAR ELEKTRONIKA SPÓŁKA AKCYJNA,1
KOLESINSKA JUSTYNA,1
MALINOWSKA-KAPCIA BOZENA,1
BIOTEKHNIKA PSHEDSEMBERSTVO PR,1
GARMIAN ANDRZEJ,1
PSHEKLADNI SAMOKHODOVYKH POLMO,1
TWOREK HENRYK,1
LASKUS PRZEMYSLAW MARCIN,1
KORECKI BOGUSLAW,1
LEANPASSION SP Z O O,1
CHOMKA WALDEMAR,1
POLITECHNIKA WARSZAWSKA E INST,1
YASA MOTORS POLAND SP ZO O,1
INST OF CHEMICAL FIBRES,1
BERG JULIAN,1
RESZKE EDWARD R,1
LUCHOWSKI RAFAL,1
HAAS MAREK,1
OLASIK ELZBIETA,1
OS BAD ROZWOJOWY MASZY,1
PRZED PRZEMYSLOWO HANDLOWE POL,1
BARKEY FIRMA ZABEZPIECZENIOWA,1
IFINITY SP Z O O,1
ŚWIERCZ DIOKLECJAN,1
GLAZMAN KUSNIERCZYK HALINA,1
OSRODEK BADAWZCO ROZWOJOWY SAM,1
ZUKOWSKI WIKTOR,1
NAPTA S A,1
JAGIECCO JACEK,1
KRAKOWIAK PAWEL,1
JEZEWSKI ARTUR,1
Długołęcki Jacek,1
INGLOT MARDCIN F H U INGTRANS,1
PANKOWSKI BARTLOMIEJ,1
MOKATE SP Z O O,1
GWARECTWO MECH GORNICT POLMAG,1
ZUROWSKA MAGDALENA,1
PALUSZKIEWICZ PIOTR,1
MARZEC ZBIGNIEW K,1
LUBIENSKI THOMAS,1
GOLEC RAFAL,1
MICEK AGATA,1
ELEKTROTECH SPOLDZIELNIA PRACY,1
SZEWCZUK TOMASZ,1
UNIV TECHNOLOGIES DE VARSOVIE,1
KESSLER POLSKA SP Z O O,1
KROKOWICZ LUKASZ,1
INST NAFTY I GAZU,1
KROPIELNICKI ARTUR,1
MIPSABG CHIPIDEA LDA,1
SOYKA PIOTR,1
HADRO TOMASZ,1
NANOTECHNOLOGIES SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
FIGARSKI RADOSŁAW,1
SKWARCZYNSKA AGATA,1
ADAMSKI STANISLAWL,1
KORALEWSKI KAZIMIERZ,1
UNIWERSYTET MEDYCZNY IM. PIASTÓW ŚLĄSKICH WE WROCŁAWIU,1
KRAWCZYK BARBARA,1
WOJEWODZKI SZPITAL ZESPOLONY,1
COOPEXIM SPOLDZIECZE PRZED HAN,1
ADVANTALIFE LTD,1
LICKIEWICZ IRENEUSZ,1
KLEKOWICKI KRZYSZTOF,1
BLOCH PIOTR,1
NANOWSKI TADEUSZ,1
LISNAVE ESTABLEIROS NAVALS,1
JUREZAK MARGARITA,1
PP H PRYMAT SP Z O O,1
POLSKA AKADEMIA NAUK INST TECH,1
MATUSZEWSKI JAROSLAW,1
SKÓRSKI MICHAŁ,1
TOTON DAWID,1
PODESZFA ANDRZEJ,1
LONDZIN WIESLAW,1
MALOLEPSZA-JARMOLOWSKA KATARZY,1
INST ENERGETYKI INST BADAWCZY,1
DOBSKI TOMASZ,1
MACIEJEWSKI KRZYSZTOF,1
BIAZIK ANDREJ,1
CHRUSCIEL ROMUALD DR,1
MOA SPÓŁKA CYWILNA,1
WASKIEWICZ MICHAL,1
SUWARY S A,1
DOMAGALA STEFAN,1
MAKA MARCIN,1
CANON OPTOPOL TECHNOLOGY SP Z O O,1
RUSINOWSKI RYSZARD,1
Olszański Marek,1
WLODARCZYK MARIAN,1
PIÓRKOWSKI ADAM,1
LABUZ STEFAN,1
CHERNYSHEW JURY,1
AR SP 30 0,1
LASERTEC SP Z O O,1
INSTYTNT CIEZKIEJ SYNTEZY ORGA,1
WMS GASTROMARKET S C,1
WOSZCZAK KRZYSZTOF ANDRZEJ,1
VERSAL SP Z O O,1
HEUTTINGER ELECTRONIC SP Z O O,1
GRUSZKOWSKI STANISLAW,1
MANN HUMMEL FILTRATION TECH POLAND SP Z O O,1
WITOPLAST KISIELINSCY SPOLKA JAWNA,1
KATOWICKI HOLDING WEGLOWY S A,1
HYDRO NITRO S A HOEBLER THADEU,1
SIERON ALEKSANDER,1
GARUS JERZY ZDZISŁAW,1
JUREK WOJCIECH,1
VIKI PLAST SPOLKA AKCYJNA,1
GAJDA R,1
HIRSCH MACIEJ,1
ZJEDNOCZENIE PREZEMYSLU OKRETO,1
GRABOWSKI PIOTR,1
OLESZKIEWICZ BLAZEJ,1
MASZYN BUDOWLANYCH FAB,1
WOJTASIK ADAM,1
INSTITUTE OF FUNDAMENTAL TECH RESEARCH POLISH ACADEMY OF SCIENCES,1
STEC SEBASTIAN,1
AITON CALDWELL SA,1
ZACLAD BADAWCZO PROD SYNTEX,1
PODLESNY PIOTR,1
URBANSKI MICHAL,1
MIODONSKI ANDRZEJ,1
SIKORSKI JAN FRANCISZEK,1
ZABKIEWICZ ROBERT,1
SPINDE SPÓLKA Z OGRANICZONA ODPOWIEDZIALNÓSCIA,1
BEDNAREK KAZIMIERZ,1
INST IMMUNOLOGII I TERAPII DOŚWIADCZALNEJ IM LUDWIKA HIRSZFELDA PAN WE WROCŁAWIU,1
TILLACK BOHDAN,1
INST GORNICTWA NAFTOWEGO,1
MANIKOWSKI ANDRZEJ,1
SZAMOTA LECH,1
PRZED UNIVEX SPOLKA Z O O,1
INST PRZEMYSLU ORGANICZNEBO,1
SCHMADERER FRANZ,1
RYBARCZYK SLAWOMIR,1
PRZED PROD HANDLOWO USLUGOWE J,1
PRZED PRODUKTCYJNO USLUGOWO HA,1
JAWORSKA KATARZYNA,1
GARDAS ANDRZEJ,1
DUBIEL VITRIUM Spólka Jawna,1
LUSZYK-JUZWA MARIA,1
AIB SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA SP K,1
CELEJ LUKASZ,1
WOZNIAK HENRYK,1
BASTIAN STANISLAW,1
INTERNAT INST OF MOLECULAR AND CELL BIOLOGY IN WARSAW,1
ZENTIS POLSKA SP Z O O,1
KOLASA SEBASTIAN,1
FAKPRO PP SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
SWIESZKOWSKI WOJCIECH,1
PRZED PRODUKCJI SPOZYWCZEJ ZELPOL SP Z O O,1
KARWALA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA SPOLKA KOMANDYTOWA,1
LARS,1
ADAM MICKIEWICZ UNIV FOUND,1
FBR SP Z O O,1
ROEMER WALDEMAR VON,1
LAUDE PL SPOLKA Z O O,1
STAMPOR WALDEMAR,1
P H ELMAT SP Z O O,1
KOZA TADEUSZ,1
INST BIOTEKHNOLOGII SUROVITS I SHCHEPENEHK BIOMED SA,1
GOLEBIEWSKI RADOSLAW,1
POLUS JOANNA MARIA,1
Moszumański Ryszard,1
PRZED INSTALACJI PRZE,1
DERMAPHYT LTD,1
BYLICKI ANDRZEJ,1
PHONE ID SP Z O O,1
POZNANSKA FABRYKA LOZYSK TOCZN,1
JAGIELLO MONIKA,1
GOSPODARSTWA SZKOLA GLOWNA,1
SOPOCKIE ZAKLADY PRZEMYSLU MAS,1
B & P ENG SP Z O O SP KOMANDYTOWA,1
FERRUM S A,1
CHALECKI DARIUSZ,1
WUJSKOWA AKADEMIA TECHNICZNA I,1
B K,1
KOMOSZYNSKI MICHAL,1
MASPEX SPOCKA Z O O,1
BUMAR FADROMA,1
ZAKLADY MECHANICZNE TARNOW W T,1
KOTUNIA ANNA MARIA,1
QDOOR SP Z O O,1
FIMARC,1
ELIASZ JACEK,1
POLCZYNSKI JULIUSZ,1
REEND SP Z O O,1
Kowalczyk Józef,1
TORUNSKE ZAKLADY PZHEMYSLU NEO,1
PETER-WIRSKI MACIEJ,1
ŁANIECKI JĘDRZEJ,1
ODZIOMEK LESZEK,1
PROMABIS SP Z O O,1
WAWRZYNIAK JERZY,1
B P BADAWCZE GOSPODARKI WODNO,1
INST PRZEMYSIU FARMACEUTYCZNEG,1
INST GENETYKI ROSLIN POLSKIEJ AKADEMII NAUK,1
PRZED USLUG SPECJALISTYCZNYCH PEGAZUS,1
AKTSIONERNOE OBSHCHESTVO EKO EKSPORT,1
ELEKTRONICZNE WAGI PRZEMYSLOWE,1
TOMASIAK RAFAL,1
MROWKA JAKUB,1
DORA JERZY,1
RUCINSKI BARTLOMIEJ MIKOLAJ,1
HAASE JOLANTA,1
HELISA SP 2 0 0 3,1
OKT POLSKA SP Z O O,1
ACTION FOR DEV OF RESARCH SP Z,1
INST BIOCHEMII BIOFIZYKI PAN,1
Szymański Mariusz,1
ZAKLADY FARMATEUTYCZNE POLPHAR,1
LEENLIFE POLSKA S A,1
“ZELAZNY 6” WOJCIECH KRUPA,1
PANSTWOWE WYTW RNIE UZBROJENIA,1
MACIEJOWSKI IGNACY,1
BARTLOMIEJ STANCZYK ACCREA,1
PODWORSKI ALEXANDER,1
GLASS SYSTEM POLSKA SP Z O O,1
INSTYTUT CERAMKI I MAT BUDOWLANYCH,1
RÓZGA PIOTR KAMIL,1
MROCZEK ZDZISLAW,1
DRUKALSKI WALDEMAR,1
AKSTON S A,1
CARBONTIM SP Z O O,1
ZUKOWSKI RYSZARD,1
TNK PROJEKT MACIEJ BARGIEL,1
MOSKAI PAWEL,1
PRZED POLONIJ ZAGRAN PLASTOMED,1
SIKORSKI ADAM,1
INVESTLAND SP Z O O,1
MATUSIAK RAFAŁ,1
POMIANOWSKI ROMAN ANDREAS,1
LAUBITZ DANIEL,1
OS BAD ROZWOJOWY GOSPODARKI EN,1
PRZEDSIEBIORSTWO INZYNIERII SR,1
PRZED PRODUKCYJNO-HANDLOWO-USLUGOWE O C D,1
RADZISZEWSKI ANDRZEJ,1
KUBIAK JERZY,1
UNIV WROCLAW,1
ZAKL FAMMACEUTYCZNE POLPHARMA SA,1
EKOBENZ SO Z O O,1
REJMER WOJCIECH,1
GLOWACKA ANNA,1
FIRMA PRODUKCYJNO HANDLOWA PAULA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA SPOLKA KOMANDYTOWA,1
RADOLIN PETER GRAF VON,1
ZAKLADY ENERGETYCZKE OKREGU,1
TRZUPEK DOMINIK,1
TS LAB OBROEBKI PLASTYEZNEJ,1
GRZYWACZ ZDZISLAW,1
SHIP DESIGN AND RES CT GDANSK,1
SWIDERSKA-SRODA ANNA,1
GRADON RYSZARD,1
SOBARNIA KRZYSZTOF,1
KOWALIK LUKASZ,1
DARLAK PAWEL,1
SOINTERACTIVE SA,1
SZELIGA ANETA,1
DEBSKI ANDRZEJI,1
SINTOS S A,1
DYMKOWSKI ROBERT,1
BARANOWSKI BARTOSZ JAN,1
SEGIET MAREK,1
PIETRUCHA TADEUSZ,1
MICZYK ANDRZEJ,1
INTEGART SYSTEMS IBMT,1
GRYCKO EMIL,1
DYMKOWSKI WOYCIECH,1
BAUMERT WOJCIECH,1
PODLISIECKI MIKOLAJ,1
PEŁSZYK LESZEK,1
DOMINIAK MARZENA,1
DARDA BOGDAN,1
ZIMNY JANUSZ,1
GRZANKA SZYMON,1
ZAKLADY METALOWE KOZAMEX KOZA ZDZISLAW,1
TS OSRODEK BADAWCZO P KONSTRUK,1
GLUCHOWSKI JACEK,1
FARMATSEVTICHESKIJ ZD POL FARMA SA ZAKLADY FARMACEUTYCZNE POLPHARMA SA,1
JURGEN SPOLKA Z O O,1
GOWOREK KRZYSZTOF,1
POLTREE & CROP TECHNOLOGIES SP Z O O,1
MATRAS KATARZYNA,1
SZMIDT JAN,1
ADAMCZYK WOJCIECH,1
BONK TADEUSH,1
LARS SZYMANSKI ANDRZEJ,1
KALUZNY BARTLOMIEJ,1
POCIECHA-LOŚ ROBERT MICHAL,1
PRODLEW,1
WOJEWODZKIE PRZED BADAWCZO USL,1
URBAN MAREK,1
AWENTA E W A CHOMKA SPOLKA JAWNA,1
GRUPA AZOTY ZAKL AZOTOWE KEDZIERZYN S A,1
GRYNKIEWICZ GREGORZ,1
TRIGENDO SP ZO O,1
TURBOSERVICE SPOLKA Z OGRANICZONA ODWPWIEDZIALNOSCIA,1
PARK NAUKOWO TECH NARZADOW ZMYSLOW SP Z O O,1
BNT SP Z O O,1
SEGIT JACEK,1
GTX HANNAYKES PLASTIC CO LTD,1
ZHODECHKO ANNA,1
PAKSZYS MICHAELA,1
MACKOWIAK DAMIAN,1
FIREFROG MEDIA SP Z O O,1
KONMEX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1
SZYMANSKI JERZY,1
CT INNOWACJI BADAN I WDROZEN S,1
CT DES MATERIAUX POLYMERES ET CARBONES DE L ACADEMIE POLONAISE DES S CIENCES,1
TOMASZEWICZ JANUSZ,1
ROGUJSKI WALDEMAR,1
PRZYBYCIN MICHAL,1
BRAS POL SPOCKA Z O O,1
SZCZYKUTOWICZ JACEK,1
EKOBENZ SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
BOBER LESZEK,1
KALUZYNSKI KRZYSZTOF,1
JAWICZUK MAGDALENA,1
PRZED HANDLOWO USLUGOWE FIEDOR BIS ZOFIA WAWRZYNER,1
ORZEŁ SPÓŁKA AKCYJNA,1
MBL POLAND SP Z O O,1
KOBEL BUYS KRYSTYNA,1
MALINOWSKI LUKASZ M,1
KOWNACKI LUKASZ,1
TAŃCZYK MAREK,1
NOWICKI BOGDAN,1
WACKOWSKA IRENA,1
JUSZCZYK PAULINA,1
BUKALA EMILIA,1
ZYLKA PAWEL,1
HASERT ROBERTUS,1
JUMBO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1
JANOWICZ PIOTR,1
OLGIERD MIKOSZA,1
IŁŻECKI MAREK,1
NIEDZICKY LESZEK,1
INST CHEMII PRZEMYSL,1
WOJSKOWA AKADEMIA TECHNICZNA IM JAROSLAWA DABROWSKIEGO,1
STOWARZ INZ TECH MECH PLSK,1
MURA IGNACY,1
TOMASZEWSKI ZBIGNIEW,1
DOLNOSLASKA FABRYKA KROSIEN,1
CAZIMAYERDS PIOTROWICHER,1
FRYDRYCHOWSKI ANDRZEJ FRANCISZ,1
DABROWSKI ROMAN,1
KAFFANKE SEBASTIAN,1
DRAMERS S A,1
P P H EKO SWIAT JAROSLAW SLIWAKOWSKI,1
GWÓŹDŹ ANDRZEJ,1
KENNER MICHAL,1
JANOSKA-MISZCZYK JOANNA,1
CERTOOLS SPÓLKA JAWNA PIOTR CZEKALSKI KRZYSZTOF HANKE,1
SPRZETU ELEKTROTECHNICZNEGO FA,1
ZAMYSLOWSKI EUGENIUSZ,1
WANCZYK KRZYSZTOF,1
JASINSKI MARIUSZ,1
KLAK ROBERT TOMASZ,1
OWCZAREK PAWEL,1
TARKHOMINSKIE ZAKLADY FARMATSE,1
DYLAG STANISLAW,1
PRZED FARMACEUTYCZNE OKONIEWSCY „VETOS FARMA” SP Z O O,1
SAMP KRYSTIAN,1
WEYHER JAN,1
FARMENA SA,1
BOHDZIEWICZ KRZYSZTOF,1
HYDROMECH HYDRAULIC POWER EQUI,1
BETA BIO TECHNOLOGY SP Z O O,1
GEGER SP Z O O,1
TS LAB PRZEMYSLU KONCENRATIOW,1
KARDA JOZEF,1
PRZED PRODUKEYJNO CONSULTINGOWE ADOB SP Z O O SP K,1
STOLAREK PIOTR,1
DUDZINSKI PIOTR,1
POCIECHA-ŁOŚ MICHAŁ,1
BISKUP MICHAŁ,1
DABSKI JANUSZ,1
STEPNIEWSKI PAWEL,1
CENTRUM MAT POLIMEROWYCH I WEGLOWYCH PAN,1
LOWER MICHAEL,1
ŁUKOMSKA JOLANTA,1
GUZIK-DRAB MAGDALENA,1
BioDar Dorota Flaga,1
OLCZYK LUDWIK,1
ORION SP Z O O,1
PAKULSKA WANDA,1
ZAKLADY WYTWORCZE APARATURY RO,1
ZAKL PRODUKCJI OBUWIA LEMIGO,1
DU CANE DUSTIN,1
HTL STREFA SP ZOO,1
GADOMSKI PIOTR,1
PARTNER SYSTEMS SP Z O O,1
AIRWAY MEDIX SP LKA Z O O,1
KHEPENDO SP Z O O,1
INST BIOPOLIMERÓW I WLÓKIEN CHEMICZNYCH,1
ZAGORSKA AGNIESZKA,1
MALINOWSKA IWONA,1
PAWLUS TOMASZ,1
GUL ALEKSANDER,1
BUCZKOWSKI DANIEL,1
WROCZYNSKI ZBIGNIEW,1
COMP-WIN SP Z O O,1
DMOWSKI LESLAW,1
INST PSHEMYSLU ORGANICHNEGO,1
DOLNOS ZAKLADY MAGNEZYT,1
KOPALNIA WEGLA KAMIENNEGO JOWI,1
MATUSIAK KAZIMIERA,1
BORA POLAND SP Z O O,1
BURSIG HENRYK,1
INST CHEMI FIZYCZNEJ POLSKIEL AKADEMII NAUK,1
KUCZYNSKI RAFAL,1
BIPROSTAL,1
Niedworok Jan,1
KOWALSKA GWARDYS ALINA,1
SPERA MARIA,1
DABROWSKA ELZBIETA,1
GRUPA LEO MAKS SP Z O O,1
KOHEN JAVIER,1
KARWASINSKI ZBIGNIEW,1
STALMOT & WOLMET SPÓLKA AKCYJNA,1
PODSEDEK ANNA,1
PARADOWSKA EDYTA,1
SZUMILAK BARTLOMIEJ,1
KIKGEL,1
SULIMA Mariusz,1
POLISH ACADEMY OF SCIENCE CT O,1
ZAWADZKI KONRAD,1
PAWLICKI BOGDAN,1
IDEA SP Z O O,1
ELTE GPS SP Z O O,1
SZARANIEC HUGO,1
STRUSKI ANDRZEJ,1
MAG MEDIC SP Z O O,1
JERIORSKA REGINA,1
PRZYGODZKI RYSZARD,1
WLSNIEWSKI TADEUSZ,1
MAZUR ADRIAN,1
PREDSIQBIORSTWO AUTTOMATYKI PR,1
ALLSETPRO SPÓLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
INST WLOKIENNICTW,1
MICHALAK KAZIMIERZ,1
LITWINSKA BOGUMILA,1
INT TOBACCO MACHINERY POLAND SP ZO O,1
CHMIELOWIEC URSZULA,1
PIJANOWSKI TOMASZ,1
SUNEL SPÓŁKA Z O O,1
ZEMJAN SKIJ LESHEK,1
MIARCZYNSKA ZDZISLAWA,1
ASGB AUTOMATIC SERVICE,1
MAGDZIARZ ZBIGNIEW,1
POLITECHNIKA KRAKOWSKA IM TADEUSZA KOCIUSZKI,1
MICHALOWSKI PAVEL,1
TAAVELA JARI ESA JUHANI,1
KOWALSKI PAWEL PIOTR,1
WIRECKI ANDRZEJ,1
BOCIAN SZYMON,1
GERMAN-GALKIN SERGIEJ,1
NOWAK INNOVATIONS,1
RYKALA LUKASZ,1
HOSER GEORGE,1
DANIELEWSKI MAREK,1
NORMAX-INVEST SP Z O O,1
BIALIK JERZY,1
SZELAGOWSKI JAKUB,1
SROCZYNSKI ZENON,1
BOJKOWSKI MACIEJ G,1
PRZED WDRZANIA I UPOWSZECHNIA,1
GAWEŁ ZAKŁAD PRODUKCJI ŚRUB S A,1
ACCUPHARMA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
